Food Name,Category,Calories (per 100g),Carbs (g),Fiber (g),Protein (g),Fat (g),GI Score,Diabetic-friendly (Yes/No),Common Dishes
Milk,Dairy,482,25.8,6.7,30.0,32.2,Low,Yes,Milk dish
Milk,Dairy,220,34.4,9.2,3.6,1.4,Low,Yes,Milk dish
Milk,Dairy,542,46.5,11.2,24.8,13.2,Low,Yes,Milk dish
Milk,Dairy,169,59.6,4.2,12.2,18.1,Medium,No,Milk dish
Milk,Dairy,373,7.1,6.8,5.8,15.1,Medium,No,Milk dish
Milk,Dairy,137,11.3,3.7,17.5,14.9,Medium,No,Milk dish
Milk,Dairy,430,63.0,5.1,37.7,39.3,Low,Yes,Milk dish
Milk,Dairy,271,61.8,5.8,29.7,41.6,Low,Yes,Milk dish
Milk,Dairy,395,22.2,9.3,34.4,6.8,Low,Yes,Milk dish
Milk,Dairy,530,8.1,1.0,5.4,45.5,High,No,Milk dish
Milk,Dairy,118,0.7,8.9,30.9,1.3,Low,Yes,Milk dish
Milk,Dairy,369,39.6,13.4,24.9,32.6,High,No,Milk dish
Milk,Dairy,352,25.0,5.4,19.8,33.4,Medium,No,Milk dish
Milk,Dairy,144,55.6,13.7,29.0,42.9,Medium,No,Milk dish
Milk,Dairy,345,20.0,2.4,29.2,35.2,Low,Yes,Milk dish
Milk,Dairy,74,28.3,1.3,7.4,27.5,High,No,Milk dish
Milk,Dairy,272,50.8,1.5,6.6,14.0,Low,Yes,Milk dish
Milk,Dairy,526,53.0,7.8,11.8,27.5,High,No,Milk dish
Milk,Dairy,131,35.6,9.3,27.1,46.7,Low,Yes,Milk dish
Milk,Dairy,494,67.8,2.2,20.3,13.9,Low,Yes,Milk dish
Milk,Dairy,432,34.5,7.9,0.9,38.3,Low,Yes,Milk dish
Milk,Dairy,128,0.6,2.2,1.7,43.5,High,No,Milk dish
Milk,Dairy,250,53.7,14.4,27.2,46.6,High,No,Milk dish
Milk,Dairy,356,43.7,8.9,17.0,41.0,High,No,Milk dish
Milk,Dairy,483,24.4,12.4,9.3,35.7,Medium,No,Milk dish
Milk,Dairy,74,18.0,6.3,39.2,5.4,Medium,No,Milk dish
Cheese,Dairy,542,8.2,11.8,36.5,22.3,Low,Yes,Cheese dish
Cheese,Dairy,570,16.9,10.8,38.8,1.4,Low,Yes,Cheese dish
Cheese,Dairy,142,67.0,11.8,30.3,18.3,Medium,No,Cheese dish
Cheese,Dairy,195,38.1,13.6,13.2,19.9,Medium,No,Cheese dish
Cheese,Dairy,25,40.9,10.5,23.4,16.2,Medium,No,Cheese dish
Cheese,Dairy,463,58.7,6.2,13.2,40.7,Low,Yes,Cheese dish
Cheese,Dairy,365,62.7,3.7,27.4,10.3,Medium,No,Cheese dish
Cheese,Dairy,567,26.9,11.8,24.0,28.4,Medium,No,Cheese dish
Cheese,Dairy,440,29.3,14.9,22.2,37.7,Low,Yes,Cheese dish
Cheese,Dairy,88,2.8,6.7,4.0,1.8,Low,Yes,Cheese dish
Cheese,Dairy,292,56.4,8.5,7.3,32.8,Medium,No,Cheese dish
Cheese,Dairy,412,11.6,6.4,13.4,31.7,Medium,No,Cheese dish
Cheese,Dairy,264,29.8,9.1,36.0,37.3,Low,Yes,Cheese dish
Cheese,Dairy,474,58.6,2.3,35.4,39.0,High,No,Cheese dish
Cheese,Dairy,315,23.3,7.3,1.1,32.4,High,No,Cheese dish
Cheese,Dairy,44,29.0,7.3,16.7,6.4,Low,Yes,Cheese dish
Cheese,Dairy,275,31.3,0.6,37.7,49.6,Low,Yes,Cheese dish
Cheese,Dairy,301,2.8,12.9,12.6,24.9,Medium,No,Cheese dish
Cheese,Dairy,123,68.6,10.0,30.5,9.5,Medium,No,Cheese dish
Cheese,Dairy,536,39.0,12.6,22.3,35.9,High,No,Cheese dish
Cheese,Dairy,290,28.1,7.8,9.1,15.0,Low,Yes,Cheese dish
Cheese,Dairy,214,43.3,5.2,32.4,13.5,Low,Yes,Cheese dish
Cheese,Dairy,301,65.5,5.6,26.4,11.6,Medium,No,Cheese dish
Cheese,Dairy,548,5.2,2.1,16.9,3.4,Medium,No,Cheese dish
Cheese,Dairy,104,2.9,12.3,12.9,10.0,High,No,Cheese dish
Cheese,Dairy,172,2.7,13.4,36.0,9.6,Medium,No,Cheese dish
Cheese,Dairy,509,9.8,9.7,39.7,4.7,High,No,Cheese dish
Cheese,Dairy,449,30.2,1.9,12.3,10.7,High,No,Cheese dish
Cheese,Dairy,247,40.9,9.5,13.6,16.0,Medium,No,Cheese dish
Cheese,Dairy,195,5.9,0.4,35.2,35.6,Low,Yes,Cheese dish
Cheese,Dairy,529,4.8,6.8,32.9,40.4,Low,Yes,Cheese dish
Cheese,Dairy,244,18.8,5.8,6.0,24.5,Medium,No,Cheese dish
Cheese,Dairy,287,57.0,5.9,8.7,36.3,Low,Yes,Cheese dish
Cheese,Dairy,599,4.3,12.5,31.7,21.6,Medium,No,Cheese dish
Cheese,Dairy,255,60.9,7.7,38.2,13.9,Low,Yes,Cheese dish
Cheese,Dairy,549,2.9,1.5,11.2,20.8,Medium,No,Cheese dish
Cheese,Dairy,42,55.4,5.0,20.9,8.6,Medium,No,Cheese dish
Cheese,Dairy,532,59.6,1.7,30.5,17.8,High,No,Cheese dish
Cheese,Dairy,218,24.8,3.5,28.2,21.4,High,No,Cheese dish
Cheese,Dairy,148,17.1,12.0,3.9,24.1,Medium,No,Cheese dish
Cheese,Dairy,294,28.0,2.1,7.2,21.7,Low,Yes,Cheese dish
Cheese,Dairy,591,11.7,7.4,9.7,4.3,Low,Yes,Cheese dish
Cheese,Dairy,104,22.0,0.1,39.6,4.8,Medium,No,Cheese dish
Cheese,Dairy,336,28.5,8.5,28.3,4.8,Medium,No,Cheese dish
Cheese,Dairy,386,60.4,6.4,14.0,42.5,Medium,No,Cheese dish
Cheese,Dairy,355,10.8,0.7,36.3,25.0,High,No,Cheese dish
Cheese,Dairy,583,60.5,6.3,30.5,20.2,Medium,No,Cheese dish
Cheese,Dairy,526,40.1,4.9,3.5,36.3,Low,Yes,Cheese dish
Cheese,Dairy,344,5.1,12.8,11.1,49.0,High,No,Cheese dish
Cheese,Dairy,44,61.0,5.5,25.9,12.4,Low,Yes,Cheese dish
Paneer,Dairy,141,49.7,13.0,14.9,39.0,Low,Yes,Paneer dish
Paneer,Dairy,251,46.5,8.4,5.4,0.7,Medium,No,Paneer dish
Paneer,Dairy,462,54.0,13.3,3.6,29.7,High,No,Paneer dish
Paneer,Dairy,102,8.5,14.1,14.5,38.5,Low,Yes,Paneer dish
Paneer,Dairy,456,14.1,1.6,38.9,24.7,High,No,Paneer dish
Paneer,Dairy,465,25.9,2.6,4.9,31.4,High,No,Paneer dish
Paneer,Dairy,274,46.0,7.1,34.6,45.5,High,No,Paneer dish
Paneer,Dairy,107,31.0,11.7,28.7,42.4,Low,Yes,Paneer dish
Paneer,Dairy,72,8.4,13.0,27.1,12.2,Medium,No,Paneer dish
Paneer,Dairy,479,54.9,14.1,4.8,41.7,High,No,Paneer dish
Paneer,Dairy,468,38.6,0.6,27.8,35.6,Low,Yes,Paneer dish
Paneer,Dairy,75,16.4,5.1,31.6,37.9,Medium,No,Paneer dish
Paneer,Dairy,192,60.9,5.5,35.4,36.6,Medium,No,Paneer dish
Paneer,Dairy,421,28.7,2.7,10.3,30.9,Medium,No,Paneer dish
Paneer,Dairy,461,10.8,3.7,17.2,47.4,Low,Yes,Paneer dish
Paneer,Dairy,474,10.0,4.9,18.2,46.0,Medium,No,Paneer dish
Paneer,Dairy,331,2.1,5.2,27.9,7.3,Medium,No,Paneer dish
Paneer,Dairy,511,48.2,9.9,5.3,26.0,High,No,Paneer dish
Paneer,Dairy,148,25.5,4.1,26.3,29.8,Medium,No,Paneer dish
Paneer,Dairy,320,34.9,3.3,4.7,45.7,Medium,No,Paneer dish
Paneer,Dairy,120,29.1,10.3,23.5,25.9,Low,Yes,Paneer dish
Paneer,Dairy,93,4.1,5.4,31.9,4.6,Low,Yes,Paneer dish
Paneer,Dairy,114,13.7,10.8,17.2,26.5,Medium,No,Paneer dish
Paneer,Dairy,59,4.0,5.9,1.7,4.9,Low,Yes,Paneer dish
Paneer,Dairy,378,20.4,3.4,31.2,13.1,High,No,Paneer dish
Paneer,Dairy,282,29.8,7.6,35.1,16.6,High,No,Paneer dish
Paneer,Dairy,403,46.7,8.2,38.0,33.4,High,No,Paneer dish
Paneer,Dairy,258,35.1,2.2,38.5,0.2,Low,Yes,Paneer dish
Paneer,Dairy,585,39.5,10.5,13.9,49.8,Medium,No,Paneer dish
Paneer,Dairy,364,21.7,14.7,11.1,22.5,Low,Yes,Paneer dish
Paneer,Dairy,283,7.7,12.5,12.3,30.4,High,No,Paneer dish
Paneer,Dairy,230,42.7,1.9,21.1,9.5,High,No,Paneer dish
Paneer,Dairy,51,30.2,15.0,9.5,38.4,Medium,No,Paneer dish
Paneer,Dairy,563,5.7,12.6,38.8,32.4,Medium,No,Paneer dish
Paneer,Dairy,550,63.0,0.5,39.1,1.1,Medium,No,Paneer dish
Paneer,Dairy,235,44.8,2.2,39.6,22.6,Low,Yes,Paneer dish
Paneer,Dairy,69,8.8,4.0,14.1,14.6,High,No,Paneer dish
Paneer,Dairy,45,62.2,10.6,7.8,30.6,Medium,No,Paneer dish
Paneer,Dairy,196,63.0,15.0,22.4,20.0,Medium,No,Paneer dish
Paneer,Dairy,12,57.9,12.3,10.4,28.5,Medium,No,Paneer dish
Paneer,Dairy,268,20.8,11.8,2.3,32.4,Low,Yes,Paneer dish
Paneer,Dairy,365,34.1,12.4,22.4,34.9,Low,Yes,Paneer dish
Paneer,Dairy,429,36.2,13.7,13.5,2.2,Low,Yes,Paneer dish
Paneer,Dairy,578,24.0,5.0,20.0,48.3,Low,Yes,Paneer dish
Paneer,Dairy,580,49.3,12.1,15.3,15.2,Medium,No,Paneer dish
Paneer,Dairy,57,23.5,2.0,22.2,8.9,Medium,No,Paneer dish
Paneer,Dairy,362,3.7,2.7,12.2,36.8,Low,Yes,Paneer dish
Paneer,Dairy,217,67.0,6.6,1.8,1.9,Low,Yes,Paneer dish
Paneer,Dairy,590,12.1,2.1,15.6,10.3,Medium,No,Paneer dish
Paneer,Dairy,319,63.4,11.4,22.0,29.6,Low,Yes,Paneer dish
Cottage Cheese,Dairy,423,25.2,14.0,7.2,9.7,Low,Yes,Cottage dish
Cottage Cheese,Dairy,500,48.9,3.6,3.1,13.9,Medium,No,Cottage dish
Cottage Cheese,Dairy,467,30.4,0.8,21.5,25.1,Medium,No,Cottage dish
Cottage Cheese,Dairy,27,3.5,5.1,29.5,32.7,Medium,No,Cottage dish
Cottage Cheese,Dairy,109,23.1,9.5,5.1,12.4,High,No,Cottage dish
Cottage Cheese,Dairy,462,8.3,6.0,28.4,39.0,Medium,No,Cottage dish
Cottage Cheese,Dairy,101,44.2,10.3,21.4,14.6,Medium,No,Cottage dish
Cottage Cheese,Dairy,161,54.7,12.6,3.5,35.5,High,No,Cottage dish
Cottage Cheese,Dairy,534,49.7,0.3,19.3,46.4,High,No,Cottage dish
Cottage Cheese,Dairy,305,35.6,5.7,15.9,26.3,Medium,No,Cottage dish
Cottage Cheese,Dairy,467,18.4,4.9,24.9,13.8,Medium,No,Cottage dish
Cottage Cheese,Dairy,378,48.1,11.5,7.4,49.6,High,No,Cottage dish
Cottage Cheese,Dairy,25,27.6,4.9,29.5,25.8,Medium,No,Cottage dish
Cottage Cheese,Dairy,202,20.1,3.2,0.9,40.7,Low,Yes,Cottage dish
Cottage Cheese,Dairy,161,68.8,9.1,0.9,1.8,High,No,Cottage dish
Cottage Cheese,Dairy,272,2.9,13.7,21.5,42.6,Medium,No,Cottage dish
Cottage Cheese,Dairy,13,28.4,11.7,28.0,28.6,Medium,No,Cottage dish
Cottage Cheese,Dairy,418,1.0,2.2,2.8,41.6,Low,Yes,Cottage dish
Cottage Cheese,Dairy,563,33.2,1.6,12.2,24.5,High,No,Cottage dish
Cottage Cheese,Dairy,134,60.9,6.7,37.5,16.3,Medium,No,Cottage dish
Cottage Cheese,Dairy,139,22.2,14.4,9.9,11.0,High,No,Cottage dish
Cottage Cheese,Dairy,175,27.5,6.6,12.3,13.1,Medium,No,Cottage dish
Cottage Cheese,Dairy,569,1.5,12.1,28.0,40.4,Medium,No,Cottage dish
Cottage Cheese,Dairy,564,7.3,8.4,16.4,33.6,Medium,No,Cottage dish
Cottage Cheese,Dairy,163,7.1,2.2,33.0,34.9,High,No,Cottage dish
Cottage Cheese,Dairy,61,0.6,8.4,22.8,21.0,Medium,No,Cottage dish
Cottage Cheese,Dairy,565,11.5,9.5,34.9,41.4,High,No,Cottage dish
Cottage Cheese,Dairy,319,38.0,4.7,14.2,47.2,Medium,No,Cottage dish
Cottage Cheese,Dairy,411,48.3,1.4,39.9,44.7,Low,Yes,Cottage dish
Cottage Cheese,Dairy,216,69.4,3.6,37.9,38.9,Medium,No,Cottage dish
Cottage Cheese,Dairy,570,37.7,6.8,0.8,32.7,Medium,No,Cottage dish
Cottage Cheese,Dairy,255,34.5,12.9,34.8,45.2,Low,Yes,Cottage dish
Cottage Cheese,Dairy,66,0.6,0.2,21.2,42.0,High,No,Cottage dish
Cottage Cheese,Dairy,56,27.1,7.6,28.6,21.6,Medium,No,Cottage dish
Cottage Cheese,Dairy,556,24.3,10.9,24.0,14.3,Medium,No,Cottage dish
Cottage Cheese,Dairy,594,3.8,1.2,5.2,16.4,Medium,No,Cottage dish
Cottage Cheese,Dairy,466,36.2,12.2,30.5,7.9,Low,Yes,Cottage dish
Cottage Cheese,Dairy,166,29.5,10.9,0.8,33.6,Medium,No,Cottage dish
Cottage Cheese,Dairy,533,21.1,10.2,36.1,1.5,Low,Yes,Cottage dish
Cottage Cheese,Dairy,232,2.1,0.5,33.8,0.9,Low,Yes,Cottage dish
Cottage Cheese,Dairy,256,54.5,12.1,27.5,39.5,High,No,Cottage dish
Cottage Cheese,Dairy,226,60.8,10.5,1.8,34.4,High,No,Cottage dish
Cottage Cheese,Dairy,59,24.8,8.8,27.3,42.9,High,No,Cottage dish
Cottage Cheese,Dairy,439,9.0,5.8,23.3,27.4,High,No,Cottage dish
Cottage Cheese,Dairy,413,16.2,2.1,3.6,12.2,Low,Yes,Cottage dish
Cottage Cheese,Dairy,210,46.5,4.9,17.5,41.2,Medium,No,Cottage dish
Cottage Cheese,Dairy,155,19.3,6.3,20.5,20.6,Low,Yes,Cottage dish
Cottage Cheese,Dairy,362,64.3,8.2,39.1,37.7,Low,Yes,Cottage dish
Cottage Cheese,Dairy,502,64.2,8.2,33.5,2.3,High,No,Cottage dish
Cottage Cheese,Dairy,551,17.0,5.1,32.7,47.1,Low,Yes,Cottage dish
Butter,Dairy,534,17.9,11.4,17.5,44.8,High,No,Butter dish
Butter,Dairy,176,60.6,2.2,9.2,22.6,Medium,No,Butter dish
Butter,Dairy,220,8.3,2.7,33.0,7.4,High,No,Butter dish
Butter,Dairy,257,63.8,9.1,4.6,36.4,High,No,Butter dish
Butter,Dairy,13,39.6,13.1,13.2,41.6,Low,Yes,Butter dish
Butter,Dairy,488,46.2,12.6,16.9,4.5,Low,Yes,Butter dish
Butter,Dairy,324,42.5,2.3,34.9,49.5,Low,Yes,Butter dish
Butter,Dairy,388,69.8,11.8,17.9,5.6,High,No,Butter dish
Butter,Dairy,521,4.5,1.6,6.3,5.2,Medium,No,Butter dish
Butter,Dairy,64,63.4,1.6,1.0,7.6,High,No,Butter dish
Butter,Dairy,443,30.7,10.2,13.4,23.5,High,No,Butter dish
Butter,Dairy,449,24.4,6.4,26.4,30.4,Medium,No,Butter dish
Butter,Dairy,449,26.4,8.6,9.6,21.9,Medium,No,Butter dish
Butter,Dairy,341,53.9,0.8,21.0,27.0,Medium,No,Butter dish
Butter,Dairy,135,34.9,3.8,19.4,23.6,Medium,No,Butter dish
Butter,Dairy,172,14.8,14.5,32.6,14.4,Medium,No,Butter dish
Butter,Dairy,14,33.2,13.4,24.2,33.2,High,No,Butter dish
Butter,Dairy,75,63.0,1.4,7.5,30.1,High,No,Butter dish
Butter,Dairy,554,56.0,7.1,7.5,8.4,High,No,Butter dish
Butter,Dairy,256,2.4,9.1,0.7,33.0,Medium,No,Butter dish
Butter,Dairy,185,44.7,14.5,25.3,22.6,Low,Yes,Butter dish
Butter,Dairy,279,69.3,1.8,27.0,20.1,Medium,No,Butter dish
Butter,Dairy,382,67.2,7.9,26.5,4.0,Medium,No,Butter dish
Butter,Dairy,28,60.6,2.8,8.7,31.2,High,No,Butter dish
Butter,Dairy,555,23.0,3.3,38.8,5.3,Medium,No,Butter dish
Butter,Dairy,476,46.9,10.9,6.6,29.5,Medium,No,Butter dish
Butter,Dairy,339,39.0,3.0,23.4,9.0,High,No,Butter dish
Butter,Dairy,260,33.9,9.1,6.9,34.7,High,No,Butter dish
Butter,Dairy,273,44.8,5.9,20.8,36.1,Medium,No,Butter dish
Butter,Dairy,373,52.1,8.1,39.0,47.5,Medium,No,Butter dish
Butter,Dairy,112,54.4,8.0,37.8,34.2,Low,Yes,Butter dish
Butter,Dairy,586,7.0,13.4,23.7,19.7,Medium,No,Butter dish
Butter,Dairy,429,52.6,1.8,28.7,26.4,Medium,No,Butter dish
Butter,Dairy,441,50.2,2.7,27.2,16.4,High,No,Butter dish
Butter,Dairy,360,55.9,6.4,35.9,45.9,High,No,Butter dish
Butter,Dairy,291,67.9,4.4,23.3,34.2,Medium,No,Butter dish
Butter,Dairy,451,8.4,3.9,1.9,46.6,High,No,Butter dish
Butter,Dairy,401,12.2,12.0,1.0,0.7,Medium,No,Butter dish
Butter,Dairy,153,68.6,9.4,14.3,23.7,High,No,Butter dish
Butter,Dairy,558,68.0,2.8,31.9,29.6,Low,Yes,Butter dish
Butter,Dairy,523,40.1,0.3,39.5,3.8,High,No,Butter dish
Butter,Dairy,445,10.5,8.1,19.7,42.6,Low,Yes,Butter dish
Butter,Dairy,471,50.2,8.6,28.1,30.1,Medium,No,Butter dish
Butter,Dairy,333,55.1,6.8,16.5,16.1,Medium,No,Butter dish
Butter,Dairy,106,1.9,13.6,2.5,40.9,Low,Yes,Butter dish
Butter,Dairy,409,53.5,9.2,7.4,4.9,Low,Yes,Butter dish
Butter,Dairy,459,32.2,9.7,5.9,39.2,Medium,No,Butter dish
Butter,Dairy,32,33.6,4.1,34.7,49.7,Low,Yes,Butter dish
Butter,Dairy,216,44.7,8.2,29.5,7.8,Medium,No,Butter dish
Butter,Dairy,558,10.1,14.2,30.3,40.2,Low,Yes,Butter dish
Almonds (Badam),Nuts,380,68.0,10.4,14.8,2.7,Low,Yes,Almonds dish
Almonds (Badam),Nuts,363,68.1,4.8,9.0,0.3,Medium,No,Almonds dish
Almonds (Badam),Nuts,217,49.2,10.8,7.7,12.4,Medium,No,Almonds dish
Almonds (Badam),Nuts,475,40.5,8.8,2.2,20.8,Low,Yes,Almonds dish
Almonds (Badam),Nuts,134,49.6,12.5,23.7,25.6,High,No,Almonds dish
Almonds (Badam),Nuts,538,45.9,1.8,20.0,12.8,Low,Yes,Almonds dish
Almonds (Badam),Nuts,524,52.9,4.9,3.9,13.2,Medium,No,Almonds dish
Almonds (Badam),Nuts,349,68.1,11.4,37.8,13.7,Low,Yes,Almonds dish
Almonds (Badam),Nuts,121,64.9,1.6,0.9,27.5,High,No,Almonds dish
Almonds (Badam),Nuts,199,40.0,8.9,19.4,40.0,Low,Yes,Almonds dish
Almonds (Badam),Nuts,379,61.8,6.2,23.6,44.1,Low,Yes,Almonds dish
Almonds (Badam),Nuts,366,30.5,14.1,35.1,31.6,Low,Yes,Almonds dish
Almonds (Badam),Nuts,557,41.4,14.7,36.5,7.7,Low,Yes,Almonds dish
Almonds (Badam),Nuts,481,66.8,7.0,20.1,22.5,Low,Yes,Almonds dish
Almonds (Badam),Nuts,65,20.3,14.9,1.2,0.7,Low,Yes,Almonds dish
Almonds (Badam),Nuts,101,57.9,14.4,38.2,15.3,Medium,No,Almonds dish
Almonds (Badam),Nuts,473,1.4,13.9,25.5,2.1,Low,Yes,Almonds dish
Almonds (Badam),Nuts,446,59.0,11.9,33.2,5.4,Medium,No,Almonds dish
Almonds (Badam),Nuts,164,55.3,3.7,6.7,41.5,Medium,No,Almonds dish
Almonds (Badam),Nuts,176,42.7,0.7,31.6,9.9,High,No,Almonds dish
Almonds (Badam),Nuts,110,42.8,6.0,1.8,21.4,Low,Yes,Almonds dish
Almonds (Badam),Nuts,312,25.6,1.4,13.7,24.0,Low,Yes,Almonds dish
Almonds (Badam),Nuts,383,42.8,1.6,25.0,21.4,High,No,Almonds dish
Almonds (Badam),Nuts,283,31.4,3.2,15.8,41.5,Low,Yes,Almonds dish
Almonds (Badam),Nuts,499,69.1,4.5,11.5,15.2,High,No,Almonds dish
Almonds (Badam),Nuts,88,13.5,11.4,23.9,30.3,Medium,No,Almonds dish
Almonds (Badam),Nuts,161,28.7,11.5,23.9,46.3,High,No,Almonds dish
Almonds (Badam),Nuts,250,9.9,13.1,15.7,21.8,High,No,Almonds dish
Almonds (Badam),Nuts,429,64.2,12.4,1.5,11.3,Medium,No,Almonds dish
Almonds (Badam),Nuts,400,52.3,6.8,23.2,43.3,Medium,No,Almonds dish
Almonds (Badam),Nuts,418,25.0,2.1,13.1,47.1,Medium,No,Almonds dish
Almonds (Badam),Nuts,311,15.5,7.7,16.9,7.1,High,No,Almonds dish
Almonds (Badam),Nuts,575,56.7,12.7,7.2,42.5,High,No,Almonds dish
Almonds (Badam),Nuts,359,65.0,1.7,27.0,48.4,Low,Yes,Almonds dish
Almonds (Badam),Nuts,559,32.3,8.5,11.8,38.2,Low,Yes,Almonds dish
Almonds (Badam),Nuts,267,11.8,5.9,19.8,26.0,Medium,No,Almonds dish
Almonds (Badam),Nuts,149,24.9,13.8,34.8,27.6,High,No,Almonds dish
Almonds (Badam),Nuts,402,21.7,12.1,6.7,39.6,High,No,Almonds dish
Almonds (Badam),Nuts,113,49.3,9.9,5.0,1.3,Medium,No,Almonds dish
Almonds (Badam),Nuts,338,48.4,6.5,24.1,32.8,Medium,No,Almonds dish
Almonds (Badam),Nuts,214,19.4,13.7,7.4,35.6,Medium,No,Almonds dish
Almonds (Badam),Nuts,512,4.4,3.6,26.3,41.2,Medium,No,Almonds dish
Almonds (Badam),Nuts,17,16.0,4.5,9.3,33.2,High,No,Almonds dish
Almonds (Badam),Nuts,98,16.1,4.7,33.5,5.5,High,No,Almonds dish
Almonds (Badam),Nuts,444,22.0,11.8,38.6,9.8,Low,Yes,Almonds dish
Almonds (Badam),Nuts,379,30.4,11.6,23.2,8.8,High,No,Almonds dish
Almonds (Badam),Nuts,355,45.3,14.5,12.3,47.0,Medium,No,Almonds dish
Almonds (Badam),Nuts,455,46.0,0.6,21.2,48.3,Medium,No,Almonds dish
Almonds (Badam),Nuts,417,50.0,10.8,18.2,39.7,Medium,No,Almonds dish
Almonds (Badam),Nuts,290,7.5,12.5,31.1,14.1,Medium,No,Almonds dish
Walnuts,Nuts,247,29.5,5.4,37.4,24.8,Medium,No,Walnuts dish
Walnuts,Nuts,275,43.5,3.9,23.9,17.3,High,No,Walnuts dish
Walnuts,Nuts,113,36.4,2.8,18.6,47.0,High,No,Walnuts dish
Walnuts,Nuts,452,39.6,6.6,21.1,5.4,Medium,No,Walnuts dish
Walnuts,Nuts,372,26.9,6.4,17.7,41.5,High,No,Walnuts dish
Walnuts,Nuts,59,2.6,9.1,15.5,45.9,Low,Yes,Walnuts dish
Walnuts,Nuts,223,6.0,3.8,17.7,10.2,Medium,No,Walnuts dish
Walnuts,Nuts,298,27.5,13.7,38.4,29.0,High,No,Walnuts dish
Walnuts,Nuts,525,53.5,11.5,20.6,40.9,Medium,No,Walnuts dish
Walnuts,Nuts,581,42.7,13.2,37.9,39.7,Low,Yes,Walnuts dish
Walnuts,Nuts,457,46.3,2.6,18.9,31.5,Low,Yes,Walnuts dish
Walnuts,Nuts,247,62.4,11.6,9.6,6.5,High,No,Walnuts dish
Walnuts,Nuts,513,15.5,5.2,20.0,41.7,Medium,No,Walnuts dish
Walnuts,Nuts,351,21.8,1.0,1.2,39.8,Low,Yes,Walnuts dish
Walnuts,Nuts,325,61.4,3.1,21.3,3.2,Low,Yes,Walnuts dish
Walnuts,Nuts,25,41.7,13.7,36.5,10.7,Low,Yes,Walnuts dish
Walnuts,Nuts,186,68.3,13.3,14.4,1.3,High,No,Walnuts dish
Walnuts,Nuts,454,67.6,8.6,1.6,22.7,Medium,No,Walnuts dish
Walnuts,Nuts,410,30.9,11.6,1.9,24.9,Low,Yes,Walnuts dish
Walnuts,Nuts,10,12.8,9.9,2.8,28.2,Medium,No,Walnuts dish
Walnuts,Nuts,340,11.7,2.4,20.4,38.8,Medium,No,Walnuts dish
Walnuts,Nuts,522,42.8,1.7,18.5,41.8,Medium,No,Walnuts dish
Walnuts,Nuts,480,25.9,7.2,5.1,9.7,Low,Yes,Walnuts dish
Walnuts,Nuts,449,14.4,1.6,30.5,3.0,High,No,Walnuts dish
Walnuts,Nuts,316,0.9,10.4,32.5,17.4,Low,Yes,Walnuts dish
Walnuts,Nuts,544,38.0,1.4,23.1,30.1,Low,Yes,Walnuts dish
Walnuts,Nuts,101,22.5,12.9,9.5,28.4,High,No,Walnuts dish
Walnuts,Nuts,386,65.1,9.1,33.5,15.6,High,No,Walnuts dish
Walnuts,Nuts,35,59.2,6.2,22.5,31.4,Low,Yes,Walnuts dish
Walnuts,Nuts,158,8.2,12.4,33.9,21.2,High,No,Walnuts dish
Walnuts,Nuts,417,38.0,10.8,21.9,38.1,High,No,Walnuts dish
Walnuts,Nuts,571,37.1,10.1,22.4,40.8,Low,Yes,Walnuts dish
Walnuts,Nuts,165,64.0,11.4,0.5,27.3,Medium,No,Walnuts dish
Walnuts,Nuts,77,26.3,3.3,7.9,36.0,Low,Yes,Walnuts dish
Walnuts,Nuts,433,40.5,2.8,20.7,21.1,High,No,Walnuts dish
Walnuts,Nuts,246,37.7,8.3,34.7,45.2,High,No,Walnuts dish
Walnuts,Nuts,371,15.4,14.5,38.2,16.7,Low,Yes,Walnuts dish
Walnuts,Nuts,381,6.7,11.9,31.7,37.8,Medium,No,Walnuts dish
Walnuts,Nuts,486,41.4,11.8,36.7,36.5,High,No,Walnuts dish
Walnuts,Nuts,483,30.8,7.1,36.8,35.0,Low,Yes,Walnuts dish
Walnuts,Nuts,79,34.9,9.6,3.0,43.5,Medium,No,Walnuts dish
Walnuts,Nuts,143,33.1,2.0,22.8,37.3,High,No,Walnuts dish
Walnuts,Nuts,250,56.6,0.3,26.9,10.5,Medium,No,Walnuts dish
Walnuts,Nuts,221,33.8,5.0,6.9,44.8,Medium,No,Walnuts dish
Walnuts,Nuts,244,24.0,10.5,22.5,32.2,High,No,Walnuts dish
Walnuts,Nuts,467,15.1,14.8,26.1,32.5,Low,Yes,Walnuts dish
Walnuts,Nuts,213,62.6,8.3,37.2,9.8,Medium,No,Walnuts dish
Walnuts,Nuts,520,39.2,7.9,24.6,2.8,Low,Yes,Walnuts dish
Walnuts,Nuts,187,8.1,13.4,21.2,33.2,High,No,Walnuts dish
Walnuts,Nuts,156,42.0,14.6,4.6,2.9,High,No,Walnuts dish
Cashews,Nuts,476,56.7,6.1,4.0,14.1,High,No,Cashews dish
Cashews,Nuts,208,23.7,1.2,32.0,49.7,Medium,No,Cashews dish
Cashews,Nuts,90,7.5,6.2,20.1,49.2,Low,Yes,Cashews dish
Cashews,Nuts,203,56.8,12.1,35.3,1.4,High,No,Cashews dish
Cashews,Nuts,519,62.5,1.9,1.2,22.3,Low,Yes,Cashews dish
Cashews,Nuts,38,56.4,13.8,21.7,26.9,High,No,Cashews dish
Cashews,Nuts,556,27.1,4.6,26.9,2.5,Medium,No,Cashews dish
